Habit,Date,Value,Unit,Memo,Tag
Study flashcards,2021-11-28,13.27,min,,Priority
Study flashcards,2021-11-29,45.45,min,,Priority
Study flashcards,2021-11-30,22.3,min,,Priority
Study flashcards,2021-12-01,50.37,min,,Priority
Study flashcards,2021-12-02,42.35,min,,Priority
Study flashcards,2021-12-03,37.97,min,,Priority
Study flashcards,2021-12-04,23.82,min,,Priority
Study flashcards,2021-12-05,42.47,min,,Priority
Study flashcards,2021-12-06,36.47,min,,Priority
Study flashcards,2021-12-08,35.7,min,,Priority
Study flashcards,2021-12-09,14.78,min,,Priority
Study flashcards,2021-12-10,35.33,min,,Priority
Study flashcards,2021-12-11,36.28,min,,Priority
Study flashcards,2021-12-12,42.57,min,,Priority
Study flashcards,2021-12-13,42.42,min,,Priority
Study flashcards,2021-12-14,46.18,min,,Priority
Study flashcards,2021-12-15,35.37,min,,Priority
Study flashcards,2021-12-16,48.83,min,,Priority
Study flashcards,2021-12-17,0,min,,Priority
Study flashcards,2021-12-18,84.68,min,,Priority
Study flashcards,2021-12-19,45.5,min,,Priority
Study flashcards,2021-12-20,25.05,min,,Priority
Study flashcards,2021-12-21,28.35,min,,Priority
Study flashcards,2021-12-22,44.97,min,,Priority
Study flashcards,2021-12-23,35.72,min,,Priority
Study flashcards,2021-12-24,28.85,min,,Priority
Study flashcards,2021-12-25,40.78,min,,Priority
Study flashcards,2021-12-26,45.52,min,,Priority
Study flashcards,2021-12-27,40.98,min,,Priority
Study flashcards,2021-12-28,34.07,min,,Priority
Study flashcards,2021-12-29,35.18,min,,Priority
Study flashcards,2021-12-30,31.82,min,,Priority
Study flashcards,2021-12-31,1.67,min,,Priority
Study flashcards,2022-01-01,42.65,min,,Priority
Study flashcards,2022-01-02,58.5,min,,Priority
Study flashcards,2022-01-03,29.47,min,,Priority
Study flashcards,2022-01-04,56.92,min,,Priority
Study flashcards,2022-01-05,47.05,min,,Priority
Study flashcards,2022-01-06,43.13,min,,Priority
Study flashcards,2022-01-07,45.98,min,,Priority
Study flashcards,2022-01-08,47.18,min,,Priority
Study flashcards,2022-01-09,48.97,min,,Priority
Study flashcards,2022-01-10,58.97,min,,Priority
Study flashcards,2022-01-11,54.75,min,,Priority
Study flashcards,2022-01-12,49.12,min,,Priority
Study flashcards,2022-01-13,94.52,min,,Priority
Study flashcards,2022-01-14,41.85,min,,Priority
Study flashcards,2022-01-15,42.57,min,,Priority
Study flashcards,2022-01-16,40.02,min,,Priority
Study flashcards,2022-01-17,35.8,min,,Priority
Study flashcards,2022-01-18,30.82,min,,Priority
Study flashcards,2022-01-19,45.45,min,,Priority
Study flashcards,2022-01-20,55.08,min,,Priority
Study flashcards,2022-01-21,37.87,min,,Priority
Study flashcards,2022-01-22,30.02,min,,Priority
Study flashcards,2022-01-23,51.35,min,,Priority
Study flashcards,2022-01-24,50.7,min,,Priority
Study flashcards,2022-01-25,48.33,min,,Priority
Study flashcards,2022-01-26,43.3,min,,Priority
Study flashcards,2022-01-27,36.78,min,,Priority
Study flashcards,2022-01-28,43.07,min,,Priority
Study flashcards,2022-01-29,42.17,min,ðŸ˜€ ,Priority
Study flashcards,2022-01-30,36.67,min,,Priority
Study flashcards,2022-01-31,8.17,min,,Priority
Study flashcards,2022-02-01,49.08,min,,Priority
Study flashcards,2022-02-02,45.15,min,,Priority
Study flashcards,2022-02-03,49.63,min,,Priority
Study flashcards,2022-02-04,50.3,min,,Priority
Study flashcards,2022-02-05,49.53,min,,Priority
Study flashcards,2022-02-06,43.17,min,,Priority
Study flashcards,2022-02-07,41.62,min,,Priority
Study flashcards,2022-02-08,54.12,min,,Priority
Study flashcards,2022-02-09,61.43,min,,Priority
Study flashcards,2022-02-10,55.6,min,,Priority
Study flashcards,2022-02-11,44.32,min,,Priority
Study flashcards,2022-02-13,62.12,min,,Priority
Study flashcards,2022-02-14,49.8,min,,Priority
Study flashcards,2022-02-15,52.63,min,,Priority
Study flashcards,2022-02-16,52.42,min,,Priority
Study flashcards,2022-02-17,50.28,min,,Priority
Study flashcards,2022-02-18,50.02,min,,Priority
Study flashcards,2022-02-20,49.58,min,,Priority
Study flashcards,2022-02-21,54.03,min,,Priority
Study flashcards,2022-02-22,51.2,min,,Priority
Study flashcards,2022-02-23,52.2,min,,Priority
Study flashcards,2022-02-24,54.57,min,ðŸ˜€ Bb look ppm ooo,Priority
Study flashcards,2022-02-25,44.83,min,,Priority
Study flashcards,2022-02-26,53.12,min,,Priority
Study flashcards,2022-02-27,71.63,min,,Priority
Study flashcards,2022-02-28,47.6,min,,Priority
Study flashcards,2022-03-01,57.95,min,,Priority
Study flashcards,2022-03-02,61.1,min,,Priority
Study flashcards,2022-03-03,58.52,min,,Priority
Study flashcards,2022-03-04,69.03,min,,Priority
Study flashcards,2022-03-05,58.35,min,,Priority
Study flashcards,2022-03-06,51.12,min,,Priority
Study flashcards,2022-03-07,55,min,,Priority
Study flashcards,2022-03-08,56.23,min,,Priority
Study flashcards,2022-03-09,49.27,min,,Priority
Study flashcards,2022-03-10,56.17,min,,Priority
Study flashcards,2022-03-11,56.87,min,,Priority
Study flashcards,2022-03-12,10.87,min,,Priority
Study flashcards,2022-03-13,102.27,min,,Priority
Study flashcards,2022-03-14,38.93,min,,Priority
Study flashcards,2022-03-15,59.5,min,,Priority
Study flashcards,2022-03-16,67.52,min,,Priority
Study flashcards,2022-03-17,72.87,min,,Priority
Study flashcards,2022-03-18,64.28,min,,Priority
Study flashcards,2022-03-19,71.05,min,,Priority
Study flashcards,2022-03-20,54.08,min,,Priority
Study flashcards,2022-03-21,58.8,min,,Priority
Study flashcards,2022-03-22,49.73,min,,Priority
Study flashcards,2022-03-23,58.4,min,,Priority
Study flashcards,2022-03-24,62.95,min,,Priority
Study flashcards,2022-03-25,68.6,min,,Priority
Study flashcards,2022-03-26,63.58,min,,Priority
Study flashcards,2022-03-27,65.62,min,,Priority
Study flashcards,2022-03-28,59.28,min,,Priority
Study flashcards,2022-03-29,53.55,min,,Priority
Study flashcards,2022-03-30,70.88,min,,Priority
Study flashcards,2022-03-31,80.7,min,,Priority
Study flashcards,2022-04-01,60.73,min,,Priority
Study flashcards,2022-04-03,51.77,min,,Priority
Study flashcards,2022-04-04,60.05,min,,Priority
Study flashcards,2022-04-05,57.45,min,,Priority
Study flashcards,2022-04-06,50.75,min,,Priority
Study flashcards,2022-04-07,57.42,min,,Priority
Study flashcards,2022-04-08,58.33,min,,Priority
Study flashcards,2022-04-09,57.18,min,,Priority
Study flashcards,2022-04-10,51.87,min,,Priority
Study flashcards,2022-04-11,56,min,,Priority
Study flashcards,2022-04-12,68.97,min,,Priority
Study flashcards,2022-04-13,88.8,min,,Priority
Study flashcards,2022-04-14,55.33,min,,Priority
Study flashcards,2022-04-15,69.1,min,,Priority
Study flashcards,2022-04-16,62.2,min,,Priority
Study flashcards,2022-04-17,51.87,min,,Priority
Study flashcards,2022-04-18,58.62,min,,Priority
Study flashcards,2022-04-19,76.3,min,,Priority
Study flashcards,2022-04-20,73.43,min,,Priority
Study flashcards,2022-04-21,60.43,min,,Priority
Study flashcards,2022-04-23,58.52,min,,Priority
Study flashcards,2022-04-24,59.67,min,,Priority
Study flashcards,2022-04-25,70.97,min,,Priority
Study flashcards,2022-04-26,77.53,min,,Priority
Study flashcards,2022-04-27,67.07,min,,Priority
Study flashcards,2022-04-28,66.18,min,,Priority
Study flashcards,2022-04-29,55.4,min,,Priority
Study flashcards,2022-04-30,53.93,min,,Priority
Study flashcards,2022-05-01,72.1,min,,Priority
Study flashcards,2022-05-02,66.35,min,,Priority
Study flashcards,2022-05-03,45.63,min,,Priority
Study flashcards,2022-05-04,62.17,min,,Priority
Study flashcards,2022-05-05,82,min,,Priority
Study flashcards,2022-05-06,67.18,min,,Priority
Study flashcards,2022-05-07,83.28,min,,Priority
Study flashcards,2022-05-08,97.63,min,,Priority
Study flashcards,2022-05-09,71.35,min,,Priority
Study flashcards,2022-05-10,66.75,min,ðŸ˜€ ,Priority
Study flashcards,2022-05-11,67.15,min,,Priority
Study flashcards,2022-05-12,72.27,min,,Priority
Study flashcards,2022-05-13,64.05,min,,Priority
Study flashcards,2022-05-14,85.92,min,,Priority
Study flashcards,2022-05-15,61.15,min,,Priority
Study flashcards,2022-05-16,71.57,min,,Priority
Study flashcards,2022-05-17,62.62,min,,Priority
Study flashcards,2022-05-18,83.42,min,,Priority
Study flashcards,2022-05-19,65.42,min,,Priority
Study flashcards,2022-05-20,70.18,min,,Priority
Study flashcards,2022-05-21,76.17,min,,Priority
Study flashcards,2022-05-22,65.12,min,,Priority
Study flashcards,2022-05-23,69.4,min,,Priority
Study flashcards,2022-05-25,43.27,min,,Priority
Study flashcards,2022-05-26,58.27,min,,Priority
Study flashcards,2022-05-27,63.92,min,,Priority
Study flashcards,2022-05-28,53.7,min,,Priority
Study flashcards,2022-05-29,56.1,min,,Priority
Study flashcards,2022-05-30,45.25,min,,Priority
Study flashcards,2022-05-31,55.28,min,,Priority
Study flashcards,2022-06-01,51.68,min,,Priority
Study flashcards,2022-06-02,50.65,min,,Priority
Study flashcards,2022-06-03,60.2,min,,Priority
Study flashcards,2022-06-04,47.48,min,,Priority
Study flashcards,2022-06-05,56.75,min,,Priority
Study flashcards,2022-06-06,47.03,min,,Priority
Study flashcards,2022-06-07,45.58,min,,Priority
Study flashcards,2022-06-08,62.52,min,,Priority
Study flashcards,2022-06-09,41.97,min,,Priority
Study flashcards,2022-06-10,53.55,min,,Priority
Study flashcards,2022-06-11,55.12,min,,Priority
Study flashcards,2022-06-12,48.45,min,,Priority
Study flashcards,2022-06-13,60.47,min,,Priority
Study flashcards,2022-06-14,43.53,min,,Priority
Study flashcards,2022-06-15,33.92,min,,Priority
Study flashcards,2022-06-16,39.33,min,,Priority
Study flashcards,2022-06-17,50.6,min,,Priority
Study flashcards,2022-06-18,30,min,,Priority
Study flashcards,2022-06-19,51.65,min,,Priority
Study flashcards,2022-06-20,42.52,min,,Priority
Study flashcards,2022-06-21,21.27,min,,Priority
Study flashcards,2022-06-22,24.82,min,,Priority
Study flashcards,2022-06-23,34.43,min,,Priority
Study flashcards,2022-06-24,27.27,min,,Priority
Study flashcards,2022-06-25,21.82,min,,Priority
Study flashcards,2022-06-26,23.98,min,,Priority
Study flashcards,2022-06-27,39.83,min,,Priority
Study flashcards,2022-06-28,50.1,min,,Priority
Study flashcards,2022-06-29,51.7,min,,Priority
Study flashcards,2022-06-30,48.3,min,,Priority
Study flashcards,2022-07-01,45.4,min,,Priority
Study flashcards,2022-07-02,45.2,min,,Priority
Study flashcards,2022-07-03,43.58,min,,Priority
Study flashcards,2022-07-04,49.98,min,,Priority
Study flashcards,2022-07-05,41.02,min,,Priority
Study flashcards,2022-07-06,39,min,,Priority
Study flashcards,2022-07-07,36.92,min,,Priority
Study flashcards,2022-07-08,40.27,min,,Priority
Study flashcards,2022-07-09,24.5,min,,Priority
Study flashcards,2022-07-10,45.07,min,,Priority
Study flashcards,2022-07-11,46.18,min,,Priority
Study flashcards,2022-07-12,61.43,min,,Priority
Study flashcards,2022-07-13,59.07,min,,Priority
Study flashcards,2022-07-14,58.32,min,,Priority
Study flashcards,2022-07-15,52.7,min,,Priority
Study flashcards,2022-07-16,51.58,min,,Priority
Study flashcards,2022-07-17,50.68,min,,Priority
Study flashcards,2022-07-18,58.27,min,,Priority
Study flashcards,2022-07-19,50.67,min,,Priority
Study flashcards,2022-07-20,57.85,min,,Priority
Study flashcards,2022-07-21,58.5,min,,Priority
Study flashcards,2022-07-22,59.35,min,,Priority
Study flashcards,2022-07-23,52.78,min,,Priority
Study flashcards,2022-07-24,47.8,min,,Priority
Study flashcards,2022-07-25,52.4,min,,Priority
Study flashcards,2022-07-26,58.92,min,,Priority
Study flashcards,2022-07-27,65.12,min,,Priority
Study flashcards,2022-07-28,7.35,min,,Priority
Study flashcards,2022-07-29,89.12,min,,Priority
Study flashcards,2022-07-30,50.08,min,,Priority
Study flashcards,2022-07-31,59.7,min,,Priority
Study flashcards,2022-08-01,46.6,min,,Priority
Study flashcards,2022-08-02,51.52,min,,Priority
Study flashcards,2022-08-03,61.9,min,,Priority
Study flashcards,2022-08-04,59.13,min,,Priority
Study flashcards,2022-08-05,53.23,min,,Priority
Study flashcards,2022-08-06,63.57,min,,Priority
Study flashcards,2022-08-07,64.25,min,,Priority
Study flashcards,2022-08-08,40.33,min,,Priority
Study flashcards,2022-08-09,53.83,min,,Priority
Study flashcards,2022-08-10,46.97,min,,Priority
Study flashcards,2022-08-11,63.38,min,,Priority
Study flashcards,2022-08-12,64.88,min,,Priority
Study flashcards,2022-08-13,46.9,min,,Priority
Study flashcards,2022-08-14,54.18,min,,Priority
Study flashcards,2022-08-15,63.15,min,,Priority
Study flashcards,2022-08-16,66.68,min,,Priority
Study flashcards,2022-08-17,55.37,min,,Priority
Study flashcards,2022-08-18,63.85,min,,Priority
Study flashcards,2022-08-19,59.07,min,,Priority
Study flashcards,2022-08-20,43.83,min,,Priority
Study flashcards,2022-08-21,37.88,min,,Priority
Study flashcards,2022-08-22,50.05,min,,Priority
Study flashcards,2022-08-23,49.43,min,,Priority
Study flashcards,2022-08-24,53.77,min,,Priority
Study flashcards,2022-08-25,60.92,min,,Priority
Study flashcards,2022-08-26,65.27,min,,Priority
Study flashcards,2022-08-27,67.13,min,,Priority
Study flashcards,2022-08-28,43.98,min,,Priority
Study flashcards,2022-08-29,45.02,min,,Priority
Study flashcards,2022-08-30,56.73,min,,Priority
Study flashcards,2022-08-31,60.62,min,,Priority
Study flashcards,2022-09-01,66.13,min,,Priority
Study flashcards,2022-09-02,52.83,min,,Priority
Study flashcards,2022-09-03,55.07,min,,Priority
Study flashcards,2022-09-04,40.83,min,,Priority
Study flashcards,2022-09-05,55.07,min,,Priority
Study flashcards,2022-09-06,52.8,min,,Priority
Study flashcards,2022-09-07,58.77,min,,Priority
Study flashcards,2022-09-08,52.53,min,,Priority
Study flashcards,2022-09-09,55.83,min,,Priority
Study flashcards,2022-09-10,56.07,min,,Priority
Study flashcards,2022-09-11,47.1,min,,Priority
Study flashcards,2022-09-12,52.88,min,,Priority
Study flashcards,2022-09-13,61.4,min,,Priority
Study flashcards,2022-09-14,65.33,min,,Priority
Study flashcards,2022-09-15,58.78,min,,Priority
Study flashcards,2022-09-16,62.87,min,,Priority
Study flashcards,2022-09-17,65.52,min,,Priority
Study flashcards,2022-09-18,62.12,min,,Priority
Study flashcards,2022-09-19,63.9,min,,Priority
Study flashcards,2022-09-20,64.63,min,,Priority
Study flashcards,2022-09-21,58.08,min,,Priority
Study flashcards,2022-09-22,62.63,min,,Priority
Study flashcards,2022-09-23,51.15,min,,Priority
Study flashcards,2022-09-24,42.82,min,,Priority
Study flashcards,2022-09-25,62.52,min,,Priority
Study flashcards,2022-09-26,58.45,min,,Priority
Study flashcards,2022-09-27,55.58,min,,Priority
Study flashcards,2022-09-28,56.17,min,,Priority
Study flashcards,2022-09-29,53.28,min,,Priority
Study flashcards,2022-09-30,62.9,min,,Priority
Study flashcards,2022-10-01,49.25,min,,Priority
Study flashcards,2022-10-02,64.18,min,,Priority
Study flashcards,2022-10-03,53.1,min,,Priority
Study flashcards,2022-10-04,66.07,min,,Priority
Study flashcards,2022-10-05,56.88,min,,Priority
Study flashcards,2022-10-06,48.03,min,,Priority
Study flashcards,2022-10-07,55.9,min,,Priority
Study flashcards,2022-10-08,53.73,min,,Priority
Study flashcards,2022-10-09,33.15,min,,Priority
Study flashcards,2022-10-10,48.12,min,,Priority
Study flashcards,2022-10-11,53.2,min,,Priority
Study flashcards,2022-10-12,51.8,min,,Priority
Study flashcards,2022-10-13,51.17,min,,Priority
Study flashcards,2022-10-14,62.22,min,,Priority
Study flashcards,2022-10-15,60.83,min,,Priority
Study flashcards,2022-10-16,65.07,min,,Priority
Study flashcards,2022-10-17,57.22,min,,Priority
Study flashcards,2022-10-18,51.62,min,,Priority
Study flashcards,2022-10-19,62.42,min,,Priority
Study flashcards,2022-10-20,67.98,min,,Priority
Study flashcards,2022-10-21,49.1,min,,Priority
Study flashcards,2022-10-22,51.37,min,,Priority
Study flashcards,2022-10-23,60.8,min,,Priority
Study flashcards,2022-10-24,45.43,min,,Priority
Study flashcards,2022-10-25,57.32,min,,Priority
Study flashcards,2022-10-26,52.78,min,,Priority
Study flashcards,2022-10-27,53.95,min,,Priority
Study flashcards,2022-10-28,52.17,min,,Priority
Study flashcards,2022-10-29,66.87,min,,Priority
Study flashcards,2022-10-30,64.95,min,,Priority
Study flashcards,2022-10-31,76.28,min,,Priority
Study flashcards,2022-11-01,73.72,min,,Priority
Study flashcards,2022-11-02,51,min,,Priority
Study flashcards,2022-11-03,52.97,min,,Priority
Study flashcards,2022-11-04,60.27,min,,Priority
Study flashcards,2022-11-05,66.62,min,,Priority
Study flashcards,2022-11-06,65.45,min,,Priority
Study flashcards,2022-11-07,67.37,min,,Priority
Study flashcards,2022-11-08,72,min,,Priority
Study flashcards,2022-11-09,66,min,,Priority
Study flashcards,2022-11-10,58.43,min,,Priority
Study flashcards,2022-11-11,70.6,min,,Priority
Passive Immersion,2020-09-03,45,min,,
Passive Immersion,2020-09-06,2.07,min,,
Passive Immersion,2020-09-07,30,min,,
Passive Immersion,2020-09-08,30,min,,
Passive Immersion,2020-09-10,30,min,,
Passive Immersion,2020-09-12,30,min,,
Passive Immersion,2020-09-15,0,min,,
Passive Immersion,2020-09-17,60,min,,
Passive Immersion,2020-09-19,87,min,,
Passive Immersion,2020-09-22,0,min,,
Passive Immersion,2020-09-23,0,min,,
Passive Immersion,2022-03-26,5.02,min,,
Passive Immersion,2022-05-19,2,min,,
Passive Immersion,2022-05-26,15,min,,
Passive Immersion,2022-05-29,40,min,,
Passive Immersion,2022-06-02,30,min,,
Passive Immersion,2022-06-03,27,min,,
Passive Immersion,2022-06-05,6,min,,
Passive Immersion,2022-06-05,28,min,,
Passive Immersion,2022-06-06,2.02,min,,
Passive Immersion,2022-06-07,16,min,,
Passive Immersion,2022-06-08,7,min,,
Passive Immersion,2022-06-09,44,min,,
Passive Immersion,2022-06-10,30,min,,
Passive Immersion,2022-06-13,7,min,,
Passive Immersion,2022-06-14,192,min,,
Passive Immersion,2022-06-15,171,min,,
Passive Immersion,2022-06-16,44,min,,
Passive Immersion,2022-06-17,25,min,,
Passive Immersion,2022-06-22,67,min,,
Passive Immersion,2022-06-23,137,min,,
Passive Immersion,2022-06-24,76,min,,
Passive Immersion,2022-06-25,57,min,,
Passive Immersion,2022-06-26,37,min,,
Passive Immersion,2022-06-27,104,min,,
Passive Immersion,2022-06-28,31,min,,
Passive Immersion,2022-06-29,135,min,,
Passive Immersion,2022-06-30,191,min,,
Passive Immersion,2022-07-01,50,min,,
Passive Immersion,2022-07-02,40,min,,
Passive Immersion,2022-07-04,112,min,,
Passive Immersion,2022-07-05,13,min,,
Passive Immersion,2022-07-06,108,min,,
Passive Immersion,2022-07-07,100,min,,
Passive Immersion,2022-07-08,185,min,,
Passive Immersion,2022-07-09,180,min,,
Passive Immersion,2022-07-10,86,min,,
Passive Immersion,2022-07-11,71,min,,
Passive Immersion,2022-07-12,224,min,,
Passive Immersion,2022-07-13,151,min,,
Passive Immersion,2022-07-14,150,min,,
Passive Immersion,2022-07-15,143,min,,
Passive Immersion,2022-07-16,97,min,,
Passive Immersion,2022-07-17,96,min,,
Passive Immersion,2022-07-18,94,min,,
Passive Immersion,2022-07-19,190,min,,
Passive Immersion,2022-07-20,27,min,,
Passive Immersion,2022-07-21,139,min,,
Passive Immersion,2022-07-22,124,min,,
Passive Immersion,2022-07-23,50,min,,
Passive Immersion,2022-07-24,53,min,,
Passive Immersion,2022-07-25,121,min,,
Passive Immersion,2022-07-26,165,min,,
Passive Immersion,2022-07-27,130,min,,
Passive Immersion,2022-07-28,18,min,,
Passive Immersion,2022-07-29,111,min,,
Passive Immersion,2022-07-30,62,min,,
Passive Immersion,2022-07-31,40,min,,
Passive Immersion,2022-08-01,201,min,,
Passive Immersion,2022-08-02,176,min,,
Passive Immersion,2022-08-03,120,min,,
Passive Immersion,2022-08-04,158,min,,
Passive Immersion,2022-08-05,127,min,,
Passive Immersion,2022-08-06,119,min,,
Passive Immersion,2022-08-07,97,min,,
Passive Immersion,2022-08-08,188,min,,
Passive Immersion,2022-08-09,189,min,,
Passive Immersion,2022-08-10,120,min,,
Passive Immersion,2022-08-11,38,min,,
Passive Immersion,2022-08-12,210,min,,
Passive Immersion,2022-08-13,108,min,,
Passive Immersion,2022-08-14,32,min,,
Passive Immersion,2022-08-15,136,min,,
Passive Immersion,2022-08-16,202,min,,
Passive Immersion,2022-08-17,164,min,,
Passive Immersion,2022-08-18,260,min,,
Passive Immersion,2022-08-19,145,min,,
Passive Immersion,2022-08-20,191,min,,
Passive Immersion,2022-08-21,255,min,,
Passive Immersion,2022-08-22,180,min,,
Passive Immersion,2022-08-23,184,min,,
Passive Immersion,2022-08-24,315,min,,
Passive Immersion,2022-08-25,78,min,,
Passive Immersion,2022-08-26,105,min,,
Passive Immersion,2022-08-27,22,min,,
Passive Immersion,2022-08-28,90,min,,
Passive Immersion,2022-08-29,140,min,,
Passive Immersion,2022-08-30,114,min,,
Passive Immersion,2022-08-31,165,min,,
Passive Immersion,2022-09-01,49,min,,
Passive Immersion,2022-09-02,114,min,,
Passive Immersion,2022-09-03,52,min,,
Passive Immersion,2022-09-04,45,min,,
Passive Immersion,2022-09-05,215,min,,
Passive Immersion,2022-09-06,147,min,,
Passive Immersion,2022-09-07,135,min,,
Passive Immersion,2022-09-08,91,min,,
Passive Immersion,2022-09-09,127,min,,
Passive Immersion,2022-09-11,56,min,,
Passive Immersion,2022-09-12,51,min,,
Passive Immersion,2022-09-13,76,min,,
Passive Immersion,2022-09-14,39,min,,
Passive Immersion,2022-09-15,35,min,,
Passive Immersion,2022-09-17,69,min,,
Passive Immersion,2022-09-19,41,min,,
Passive Immersion,2022-09-20,100,min,,
Passive Immersion,2022-09-21,2,min,,
Passive Immersion,2022-09-22,59,min,,
Passive Immersion,2022-09-23,103,min,,
Passive Immersion,2022-09-24,68,min,,
Passive Immersion,2022-09-26,85,min,,
Passive Immersion,2022-09-27,50,min,,
Passive Immersion,2022-09-29,202,min,,
Passive Immersion,2022-10-01,3,min,,
Passive Immersion,2022-10-02,38,min,,
Passive Immersion,2022-10-04,16,min,,
Passive Immersion,2022-10-05,13,min,,
Passive Immersion,2022-10-05,15,min,,
Passive Immersion,2022-10-07,120,min,,
Passive Immersion,2022-10-08,46,min,,
Passive Immersion,2022-10-10,12,min,,
Passive Immersion,2022-10-11,48,min,,
Passive Immersion,2022-10-12,30,min,,
Passive Immersion,2022-10-13,3,min,,
Passive Immersion,2022-10-14,61,min,,
Passive Immersion,2022-10-15,34,min,,
Passive Immersion,2022-10-16,53,min,,
Passive Immersion,2022-10-17,65,min,,
Passive Immersion,2022-10-18,37,min,,
Passive Immersion,2022-10-19,7,min,,
